customerID,Churn,churn_prob,churn_predicted,kmeans_cluster,kmeans_label,priority,action_type,recommendation
8849-PRIQJ,No,0.3266750079872905,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
8851-RAGOV,No,0.3068868607548273,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
1304-NECVQ,Yes,0.8915277117215203,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
5396-IZEPB,No,0.3218628830937642,0,1,Econômico estável,Média,Retenção preventiva,Monitoramento preventivo + alertas se comportamento mudar para perfil de alto risco
1729-VLAZJ,No,0.15173668826178355,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
8285-ABVLB,No,0.005802729207039922,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
0701-TJSEF,No,0.4246245123013014,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
5712-VBOXD,No,0.4593520391384183,1,1,Econômico estável,Média,Retenção preventiva,Programa de fidelidade + monitoramento preventivo + alertas de mudança de comportamento
6629-LADHQ,No,0.47358239177201106,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
8945-GRKHX,Yes,0.806253824284894,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
1559-DTODC,No,0.5909318349009037,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
4797-MIWUM,No,0.354756891950705,0,1,Econômico estável,Média,Retenção preventiva,Monitoramento preventivo + alertas se comportamento mudar para perfil de alto risco
6959-UWKHF,Yes,0.7660818606821236,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
8720-RQSBJ,No,0.721493776538115,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
4537-CIBHB,No,0.1391872198088878,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
3815-SLMEF,Yes,0.4697288543241152,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
5154-VEKBL,Yes,0.49628057053821,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
4324-AHJKS,No,0.39357555796288984,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
4355-CVPVS,No,0.2774425355937548,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
4495-LHSSK,No,0.32083636521548975,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
5655-JSMZM,Yes,0.8525720244916197,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
5915-ANOEI,No,0.021077647944326573,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
9861-PDSZP,No,0.18241618644838334,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
4505-EXZHB,Yes,0.788923073756502,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
7225-CBZPL,No,0.9223650066959803,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
6704-UTUKK,No,0.7424215167210095,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
4587-VVTOX,Yes,0.8896970794933784,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
2019-HDCZY,No,0.3305854426691047,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
4652-NNHNY,Yes,0.7891526331251484,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
8788-DOXSU,No,0.13183116705965733,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
7404-JLKQG,No,0.6676912344380856,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
7421-ZLUPA,No,0.6531798661628744,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
8972-HJWNV,Yes,0.9202655104845096,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
3274-NSDWE,No,0.006680629402527097,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
2632-IVXVF,No,0.09411810829062288,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
3692-JHONH,No,0.6577120732119748,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
8915-NNTRC,No,0.12140407077347859,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
5914-GXMDA,No,0.06997447360145062,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
7463-IFMQU,No,0.005219619887712888,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
2920-RNCEZ,No,0.7652472166738159,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
2541-YGPKE,No,0.06729071130066266,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
8515-OCTJS,Yes,0.06394279084373668,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
5382-TEMLV,No,0.20908777829858438,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
3441-CGZJH,No,0.13460793158534687,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
9592-ERDKV,No,0.22825051939416394,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
2860-RANUS,Yes,0.8400482779735147,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
5261-QSHQM,Yes,0.811168803084141,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
4778-IZARL,No,0.1207819063332245,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
0432-CAJZV,No,0.8297457076715332,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
7008-LZVOZ,No,0.011722174910432114,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
8868-WOZGU,Yes,0.8489991168820394,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
1200-TUZHR,No,0.8816445792838772,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
9365-CSLBQ,No,0.0062210301057125245,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
1334-FJSVR,Yes,0.8389677772438595,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
5884-FBCTL,No,0.005577517551429491,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
7130-CTCUS,No,0.41552357242824645,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
6242-FEGFD,No,0.056367730506559986,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
7625-XCQRH,Yes,0.8664241698225241,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
6194-HBGQN,No,0.10311712450454635,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
7634-WSWDB,No,0.6970429077924587,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
6986-IXNDM,No,0.8954464997522651,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
1731-TVIUK,Yes,0.841114852484433,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
2987-BJXIK,No,0.04499735391684722,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
9769-TSBZE,No,0.017037123805255263,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
0406-BPDVR,Yes,0.5543913821574609,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
0618-XWMSS,Yes,0.479116805251769,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
1395-WSWXR,No,0.054000060002167324,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
6023-GSSXW,No,0.043515709477749465,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
6752-APNJL,No,0.1092534248644524,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
5276-KQWHG,Yes,0.8834444962607525,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
0420-HLGXF,No,0.8621661179248117,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
7446-KQISO,No,0.2197748184821938,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
9823-EALYC,No,0.020325348144319525,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
0582-AVCLN,No,0.02703296082777961,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
5803-NQJZO,No,0.016913543932301968,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
2565-JSLRY,Yes,0.5824587867022011,1,1,Econômico estável,Média,Retenção preventiva,Programa de fidelidade + monitoramento preventivo + alertas de mudança de comportamento
2607-DHDAK,No,0.006072597141230585,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
1073-XXCZD,No,0.017610595267882532,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
0743-HRVFF,No,0.2059236905810705,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
4006-HKYHO,No,0.03957681987136011,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
3727-JEZTU,No,0.4053204709968042,0,1,Econômico estável,Média,Retenção preventiva,Monitoramento preventivo + alertas se comportamento mudar para perfil de alto risco
8143-ETQTI,No,0.0569544825312142,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
6689-KXGBO,Yes,0.6188034699963735,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
9667-TKTVZ,No,0.6328130176312281,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
3657-COGMW,No,0.5452107458799683,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
8570-KLJYJ,No,0.13757680975195816,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
7754-IXRMC,No,0.58421184017888,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
9473-CBZOP,No,0.15845437618056196,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
2969-WGHQO,No,0.24122443219775289,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
6615-NGGZJ,Yes,0.8976205650497019,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
4334-HOWRP,No,0.03732919001795867,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
4255-DDUOU,Yes,0.4226385754645889,0,1,Econômico estável,Média,Retenção preventiva,Monitoramento preventivo + alertas se comportamento mudar para perfil de alto risco
5863-OOKCL,No,0.30519544100826007,0,1,Econômico estável,Média,Retenção preventiva,Monitoramento preventivo + alertas se comportamento mudar para perfil de alto risco
1686-STUHN,No,0.04518378728849613,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
1329-VHWNP,No,0.6137491671176419,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
2984-MIIZL,Yes,0.7715570373090843,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
0266-GMEAO,No,0.10760866591991972,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
5590-YRFJT,Yes,0.6744188558499196,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
5574-NXZIU,No,0.09251273457433988,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
0019-GFNTW,No,0.01549478924698491,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
4256-ZWTZI,No,0.4622472420830203,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
8309-PPCED,No,0.1870317993131295,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
4098-NAUKP,No,0.444668792568777,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
5196-WPYOW,No,0.016994434826104618,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
4608-LCIMN,No,0.4303866433330237,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
1485-YDHMM,No,0.42308659125389586,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
4054-CUMIA,No,0.24997982054394538,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
0603-TPMIB,No,0.010731791032074799,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
2525-GVKQU,No,0.009528022118438102,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
8161-QYMTT,No,0.9291653758926283,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
9581-GVBXT,No,0.03588791986249503,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
5862-BRIXZ,No,0.08998885460150954,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
5404-GGUKR,No,0.6891630093603096,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
3308-JSGML,No,0.07632922971353392,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
2126-GSEGL,No,0.059967095715730126,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
3677-TNKIO,Yes,0.737599119755176,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
0440-QEXBZ,No,0.3467757058204385,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
2434-EEVDB,No,0.16168482288917033,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
6762-QVYJO,No,0.030774302548448706,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
6199-IWKGC,No,0.5767419942224341,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
2675-DHUTR,No,0.792548485459513,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
8152-VETUR,No,0.2349885872466994,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
9667-EQRXU,Yes,0.6495916420365735,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
7446-YPODE,No,0.4348425373448713,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
9522-BNTHX,No,0.6456696368972616,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
4676-WLUHT,No,0.04106020436373279,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
3329-WDIOK,Yes,0.8541548235983626,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
7980-MHFLQ,No,0.00596305495692032,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
2873-ZLIWT,Yes,0.5352514662714198,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
3415-TAILE,Yes,0.6157792677520048,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
0757-WCUUZ,No,0.053591897095158186,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
1629-DQQVB,No,0.34692723931327496,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
1915-IOFGU,Yes,0.8167948937080165,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
3045-XETSH,Yes,0.8554692782203903,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
0374-AACSZ,No,0.5794966225034296,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
7239-HZZCX,Yes,0.41768862469305157,0,1,Econômico estável,Média,Retenção preventiva,Monitoramento preventivo + alertas se comportamento mudar para perfil de alto risco
4872-VXRIL,No,0.06629047075904859,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
9140-CZQZZ,No,0.036680976819959805,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
3423-HHXAO,No,0.16023818324630817,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
9938-TKDGL,No,0.15198519533099997,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
0531-ZZJWQ,No,0.6755901345975694,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
6537-QLGEX,No,0.6901326494277565,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
2688-BHGOG,No,0.8959749808877652,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
7683-CBDKJ,Yes,0.4989807884452183,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
0946-CLJTI,Yes,0.8055934531453666,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
3160-TYXLT,No,0.23094051582356143,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
1325-USMEC,No,0.13465786639578475,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
0916-QOFDP,No,0.8989959329255389,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
0628-CNQRM,Yes,0.14178664844650388,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
5606-AMZBO,No,0.737755947723678,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
6199-IPCAO,No,0.03966667948292076,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
7665-TOALD,Yes,0.8692877419467834,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
0112-QWPNC,Yes,0.17796653936175166,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
0324-BRPCJ,Yes,0.7485252749168535,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
2777-PHDEI,Yes,0.847115786806365,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
5640-CAXOA,No,0.28752840095075355,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
2235-EZAIK,No,0.01668186062009417,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
3847-BAERP,No,0.40439279469060996,0,1,Econômico estável,Média,Retenção preventiva,Monitoramento preventivo + alertas se comportamento mudar para perfil de alto risco
1196-AMORA,Yes,0.8354995678411214,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
