customerID,Churn,Churn_label,tenure,MonthlyCharges,Contract,InternetService,TechSupport,OnlineSecurity,PaymentMethod
1545-JFUML,No,0,71,99.0,Two year,Fiber optic,No,Yes,Electronic check
3194-ORPIK,Yes,1,50,84.4,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
7826-VVKWT,No,0,24,96.55,Two year,Fiber optic,No,No,Electronic check
1353-GHZOS,No,0,22,59.75,One year,DSL,No,Yes,Bank transfer (automatic)
2587-EKXTS,No,0,44,111.5,Month-to-month,Fiber optic,No,Yes,Electronic check
5442-BXVND,No,0,33,24.25,Month-to-month,No,No internet service,No internet service,Bank transfer (automatic)
8816-VXNZD,Yes,1,1,75.1,Month-to-month,Fiber optic,No,No,Electronic check
9378-FXTIZ,Yes,1,54,70.15,One year,DSL,No,No,Credit card (automatic)
1723-HKXJQ,Yes,1,42,101.75,Month-to-month,Fiber optic,No,No,Electronic check
7825-GKXMW,Yes,1,1,45.8,Month-to-month,DSL,No,No,Electronic check
9753-OYLBX,No,0,1,20.5,Month-to-month,No,No internet service,No internet service,Mailed check
2364-UFROM,No,0,30,70.4,One year,DSL,Yes,Yes,Electronic check
6656-JWRQX,No,0,1,30.55,Month-to-month,DSL,Yes,No,Mailed check
6473-ULUHT,No,0,16,84.9,Month-to-month,DSL,Yes,Yes,Electronic check
1240-KNSEZ,Yes,1,1,20.1,Month-to-month,No,No internet service,No internet service,Mailed check
0836-SEYLU,Yes,1,9,40.65,Month-to-month,DSL,Yes,No,Mailed check
4433-JCGCG,Yes,1,46,101.0,Month-to-month,Fiber optic,No,No,Electronic check
3716-BDVDB,Yes,1,1,69.1,Month-to-month,Fiber optic,No,No,Electronic check
7688-AWMDX,No,0,71,54.5,Two year,DSL,Yes,Yes,Bank transfer (automatic)
2842-BCQGE,No,0,43,75.35,Month-to-month,Fiber optic,No,No,Credit card (automatic)
7244-QWYHG,No,0,50,44.45,One year,DSL,Yes,Yes,Bank transfer (automatic)
5899-MQZZL,Yes,1,13,75.0,Month-to-month,Fiber optic,No,No,Mailed check
6849-OYAMU,Yes,1,19,100.0,One year,Fiber optic,Yes,No,Bank transfer (automatic)
5312-UXESG,No,0,41,98.05,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
9488-HGMJH,Yes,1,1,71.15,Month-to-month,Fiber optic,No,No,Electronic check
6038-GCYEC,Yes,1,24,54.15,Month-to-month,DSL,No,No,Credit card (automatic)
2150-WLKUW,No,0,40,63.9,One year,DSL,No,No,Bank transfer (automatic)
7159-FVYPK,No,0,3,69.15,Month-to-month,DSL,No,No,Bank transfer (automatic)
7032-LMBHI,No,0,37,64.65,One year,DSL,No,Yes,Bank transfer (automatic)
1150-WFARN,Yes,1,67,108.75,Two year,Fiber optic,Yes,Yes,Credit card (automatic)
6088-BXMRG,No,0,32,98.85,Month-to-month,Fiber optic,No,No,Electronic check
3144-AUDBS,Yes,1,6,49.15,Month-to-month,DSL,Yes,No,Electronic check
4821-SJHJV,No,0,32,89.6,Month-to-month,Fiber optic,No,Yes,Electronic check
7346-MEDWM,No,0,59,83.25,Month-to-month,Fiber optic,No,No,Electronic check
1137-DGOWI,No,0,30,70.25,One year,DSL,Yes,No,Bank transfer (automatic)
5616-PRTNT,Yes,1,20,19.4,Month-to-month,No,No internet service,No internet service,Electronic check
3812-LRZIR,No,0,27,24.5,Two year,No,No internet service,No internet service,Electronic check
4818-QIUFN,Yes,1,20,79.15,Month-to-month,Fiber optic,No,Yes,Electronic check
9483-GCPWE,No,0,9,20.1,One year,No,No internet service,No internet service,Mailed check
4227-OJHAL,No,0,68,73.0,One year,DSL,No,Yes,Credit card (automatic)
9220-CXRSC,No,0,69,61.4,Two year,DSL,Yes,Yes,Credit card (automatic)
4993-JCRGJ,No,0,26,84.3,Month-to-month,Fiber optic,Yes,No,Mailed check
9537-JALFH,No,0,69,19.9,Two year,No,No internet service,No internet service,Bank transfer (automatic)
6698-OXETB,No,0,11,20.4,Two year,No,No internet service,No internet service,Mailed check
2103-ZRXFN,No,0,1,50.75,Month-to-month,DSL,No,No,Mailed check
3724-BSCVH,No,0,10,20.45,One year,No,No internet service,No internet service,Mailed check
4877-TSOFF,No,0,55,75.75,One year,DSL,Yes,Yes,Bank transfer (automatic)
9209-NWPGU,No,0,44,65.4,One year,DSL,Yes,Yes,Electronic check
6961-VCPMC,Yes,1,46,80.4,Month-to-month,Fiber optic,No,No,Electronic check
7306-YDSOI,No,0,69,59.75,Two year,DSL,No,Yes,Bank transfer (automatic)
5288-AHOUP,No,0,11,78.5,Month-to-month,Fiber optic,No,No,Electronic check
6688-UZPWD,Yes,1,11,102.0,Month-to-month,Fiber optic,No,No,Electronic check
0655-YDGFJ,No,0,29,48.95,Month-to-month,DSL,No,No,Bank transfer (automatic)
8468-EHYJA,No,0,57,99.65,Month-to-month,Fiber optic,No,Yes,Electronic check
6823-SIDFQ,No,0,28,18.25,One year,No,No internet service,No internet service,Credit card (automatic)
1097-FSPVW,No,0,42,54.55,Month-to-month,DSL,No,Yes,Credit card (automatic)
2839-RFSQE,Yes,1,2,20.65,Month-to-month,No,No internet service,No internet service,Mailed check
8328-SKJNO,No,0,23,40.65,One year,DSL,Yes,Yes,Bank transfer (automatic)
7010-ZMVBF,No,0,18,20.45,Month-to-month,No,No internet service,No internet service,Mailed check
5201-CBWYG,No,0,62,24.8,One year,No,No internet service,No internet service,Bank transfer (automatic)
0968-GSIKN,Yes,1,1,70.8,Month-to-month,Fiber optic,No,No,Mailed check
1965-DDBWU,Yes,1,16,89.05,Month-to-month,Fiber optic,Yes,No,Credit card (automatic)
9057-SIHCH,Yes,1,3,96.6,Month-to-month,Fiber optic,No,No,Electronic check
6352-GIGGQ,No,0,67,88.8,One year,DSL,Yes,Yes,Bank transfer (automatic)
3635-QQRQD,No,0,62,20.05,Two year,No,No internet service,No internet service,Credit card (automatic)
6771-XWBDM,Yes,1,57,104.5,Month-to-month,Fiber optic,No,No,Credit card (automatic)
2897-DOVND,No,0,2,69.8,Month-to-month,Fiber optic,No,No,Electronic check
3082-YVEKW,No,0,23,77.15,Two year,DSL,Yes,Yes,Bank transfer (automatic)
0191-EQUUH,No,0,25,35.05,Two year,DSL,Yes,Yes,Bank transfer (automatic)
7134-HBPBS,No,0,72,108.1,Two year,Fiber optic,Yes,No,Bank transfer (automatic)
3489-HHPFY,No,0,2,84.05,Month-to-month,Fiber optic,No,No,Electronic check
2926-JEJJC,No,0,8,20.2,One year,No,No internet service,No internet service,Bank transfer (automatic)
8601-QACRS,Yes,1,5,50.6,Month-to-month,DSL,No,No,Mailed check
4950-BDEUX,No,0,35,49.2,Month-to-month,DSL,No,No,Electronic check
5789-LDFXO,No,0,24,24.6,One year,No,No internet service,No internet service,Electronic check
0508-OOLTO,No,0,2,71.65,Month-to-month,Fiber optic,No,No,Electronic check
2984-TBYKU,No,0,72,104.9,Two year,Fiber optic,Yes,Yes,Credit card (automatic)
9822-WMWVG,No,0,41,106.5,Month-to-month,Fiber optic,Yes,Yes,Electronic check
2391-SOORI,Yes,1,4,49.35,Month-to-month,DSL,No,Yes,Electronic check
9040-KZVWO,No,0,26,75.5,One year,Fiber optic,No,No,Bank transfer (automatic)
2645-QTLMB,Yes,1,7,94.25,Month-to-month,Fiber optic,No,No,Electronic check
4806-HIPDW,Yes,1,1,68.95,Month-to-month,Fiber optic,No,No,Electronic check
1548-ARAGG,No,0,4,58.5,Month-to-month,DSL,Yes,No,Mailed check
6339-RZCBJ,No,0,48,78.9,Two year,DSL,Yes,No,Credit card (automatic)
4424-TKOPW,Yes,1,2,93.85,Month-to-month,Fiber optic,No,No,Electronic check
4415-WNGVR,No,0,12,79.2,One year,DSL,Yes,Yes,Electronic check
2522-AHJXR,No,0,60,109.45,Month-to-month,Fiber optic,Yes,Yes,Bank transfer (automatic)
0412-UCCNP,No,0,55,59.2,Two year,DSL,Yes,Yes,Electronic check
1816-FLZDK,No,0,1,29.15,Month-to-month,DSL,Yes,No,Mailed check
7096-UCLNH,No,0,1,20.05,Month-to-month,No,No internet service,No internet service,Mailed check
8443-ZRDBZ,Yes,1,4,76.05,Month-to-month,Fiber optic,No,No,Electronic check
9136-ALYBR,Yes,1,1,24.45,Month-to-month,DSL,No,No,Mailed check
4615-PIVVU,No,0,42,66.5,Two year,DSL,Yes,No,Credit card (automatic)
8885-QSQBX,No,0,1,49.55,Month-to-month,DSL,No,Yes,Bank transfer (automatic)
7479-NITWS,Yes,1,7,89.35,Month-to-month,Fiber optic,No,No,Credit card (automatic)
8617-ENBDS,No,0,3,73.6,Month-to-month,Fiber optic,No,No,Credit card (automatic)
9385-NXKDA,No,0,72,82.65,Two year,DSL,No,Yes,Credit card (automatic)
0430-IHCDJ,No,0,15,49.0,Month-to-month,DSL,No,No,Electronic check
2959-MJHIC,Yes,1,4,80.35,Month-to-month,Fiber optic,No,No,Electronic check
6674-KVJHG,No,0,11,25.2,One year,No,No internet service,No internet service,Electronic check
1814-DKOLC,No,0,5,25.45,Month-to-month,No,No internet service,No internet service,Mailed check
4201-JMNGR,Yes,1,1,55.8,Month-to-month,DSL,No,Yes,Electronic check
9351-HXDMR,No,0,72,110.9,Two year,Fiber optic,Yes,Yes,Credit card (automatic)
3537-HPKQT,No,0,55,77.75,Month-to-month,Fiber optic,No,No,Credit card (automatic)
2129-ALKBS,No,0,40,26.2,Month-to-month,No,No internet service,No internet service,Electronic check
5821-MMEIL,No,0,57,19.9,Two year,No,No internet service,No internet service,Bank transfer (automatic)
5960-WPXQM,Yes,1,1,79.05,Month-to-month,Fiber optic,No,No,Electronic check
0684-AOSIH,Yes,1,1,95.0,Month-to-month,Fiber optic,No,Yes,Electronic check
8260-NGFNY,Yes,1,1,25.2,Month-to-month,DSL,No,No,Mailed check
1309-XGFSN,No,0,52,80.85,One year,DSL,No,No,Electronic check
1866-RZZQS,Yes,1,41,98.4,Month-to-month,Fiber optic,No,No,Electronic check
6968-URWQU,No,0,43,56.35,One year,DSL,No,No,Mailed check
4742-TXUEX,No,0,47,19.3,Two year,No,No internet service,No internet service,Bank transfer (automatic)
9631-XEYKE,No,0,3,50.4,Month-to-month,DSL,No,No,Bank transfer (automatic)
8631-NBHFZ,Yes,1,66,79.4,Two year,DSL,Yes,Yes,Credit card (automatic)
1335-MXCSE,No,0,55,55.25,Two year,DSL,Yes,No,Credit card (automatic)
8873-TMKGR,No,0,29,19.1,One year,No,No internet service,No internet service,Mailed check
8800-JOOCF,No,0,12,84.05,Month-to-month,Fiber optic,No,No,Electronic check
1469-LBJQJ,No,0,66,105.2,Month-to-month,Fiber optic,No,No,Electronic check
4958-XCBDQ,Yes,1,35,101.4,Month-to-month,Fiber optic,No,No,Electronic check
8337-UPOAQ,Yes,1,10,89.8,Month-to-month,Fiber optic,No,No,Electronic check
0064-YIJGF,No,0,27,75.75,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
2386-OWURY,No,0,58,95.3,Month-to-month,Fiber optic,Yes,No,Electronic check
1725-IQNIY,Yes,1,54,109.75,Two year,Fiber optic,Yes,Yes,Bank transfer (automatic)
0310-VQXAM,No,0,9,19.85,Month-to-month,No,No internet service,No internet service,Mailed check
6598-RFFVI,Yes,1,2,19.3,One year,No,No internet service,No internet service,Credit card (automatic)
3453-RTHJQ,No,0,6,69.1,Month-to-month,Fiber optic,No,No,Electronic check
6712-OAWRH,Yes,1,26,91.25,Month-to-month,Fiber optic,No,No,Electronic check
6278-FEPBZ,No,0,9,20.25,Month-to-month,No,No internet service,No internet service,Mailed check
4280-DLSHD,No,0,8,54.75,Month-to-month,DSL,No,No,Mailed check
1508-DFXCU,No,0,12,81.45,Month-to-month,Fiber optic,No,No,Electronic check
8614-VGMMV,Yes,1,15,49.1,Month-to-month,DSL,No,No,Electronic check
7868-BGSZA,No,0,43,80.2,One year,DSL,No,Yes,Electronic check
2800-QQUSO,No,0,42,100.3,Month-to-month,Fiber optic,Yes,No,Electronic check
2930-UOTMB,Yes,1,31,65.25,Month-to-month,DSL,Yes,Yes,Credit card (automatic)
7973-DZRKH,No,0,66,90.95,Two year,Fiber optic,Yes,Yes,Credit card (automatic)
5914-DVBWJ,Yes,1,18,85.45,Month-to-month,Fiber optic,Yes,No,Electronic check
7698-YFGEZ,No,0,1,20.0,Month-to-month,No,No internet service,No internet service,Mailed check
2533-QVMSK,Yes,1,61,94.1,Two year,Fiber optic,Yes,No,Electronic check
9773-PEQBZ,No,0,10,79.85,Month-to-month,Fiber optic,No,No,Electronic check
8644-XLFBW,Yes,1,1,71.65,Month-to-month,Fiber optic,No,No,Electronic check
0650-BWOZN,No,0,18,73.55,Month-to-month,Fiber optic,No,No,Electronic check
8625-AZYZY,Yes,1,24,104.65,Month-to-month,Fiber optic,No,No,Electronic check
7785-RDVIG,No,0,3,19.3,Month-to-month,No,No internet service,No internet service,Mailed check
9602-WCXPI,No,0,50,20.15,One year,No,No internet service,No internet service,Credit card (automatic)
2903-YYTBW,No,0,1,44.55,Month-to-month,DSL,No,No,Electronic check
3620-MWJNE,No,0,2,54.45,Month-to-month,DSL,Yes,Yes,Mailed check
8573-JGCZW,No,0,17,19.65,One year,No,No internet service,No internet service,Bank transfer (automatic)
6837-HAEVO,No,0,69,105.0,Two year,Fiber optic,No,No,Electronic check
6701-YVNQG,No,0,72,88.7,Two year,DSL,Yes,Yes,Credit card (automatic)
9306-CPCBC,Yes,1,3,74.25,Month-to-month,Fiber optic,No,No,Electronic check
4304-XUMGI,No,0,50,75.15,Two year,DSL,No,Yes,Bank transfer (automatic)
9504-YAZWB,No,0,53,20.25,Two year,No,No internet service,No internet service,Mailed check
8819-ZBYNA,No,0,58,109.1,Two year,Fiber optic,Yes,Yes,Credit card (automatic)
6174-NRBTZ,No,0,46,30.75,One year,DSL,No,Yes,Bank transfer (automatic)
9481-IEBZY,No,0,72,112.9,Month-to-month,Fiber optic,Yes,Yes,Credit card (automatic)
1833-VGRUM,Yes,1,1,74.2,Month-to-month,Fiber optic,No,No,Electronic check
6137-NICCO,No,0,6,94.05,Month-to-month,Fiber optic,No,No,Mailed check
9065-ZCPQX,No,0,72,78.85,Two year,DSL,Yes,Yes,Bank transfer (automatic)
6402-EJMWF,No,0,4,55.3,Month-to-month,DSL,No,No,Mailed check
3620-EHIMZ,No,0,52,19.35,Two year,No,No internet service,No internet service,Mailed check
3213-VVOLG,No,0,0,25.35,Two year,No,No internet service,No internet service,Mailed check
6870-ECSHE,No,0,2,20.45,One year,No,No internet service,No internet service,Mailed check
8747-UDCOI,No,0,65,19.35,Two year,No,No internet service,No internet service,Bank transfer (automatic)
8374-XGEJJ,Yes,1,43,101.0,Month-to-month,Fiber optic,No,No,Electronic check
2656-TABEH,Yes,1,4,100.2,Month-to-month,Fiber optic,No,No,Electronic check
6946-LMSQS,Yes,1,25,89.05,One year,Fiber optic,No,Yes,Electronic check
4626-OZDTJ,No,0,51,78.65,One year,DSL,Yes,No,Credit card (automatic)
9169-BSVIN,No,0,12,74.75,Month-to-month,DSL,No,No,Bank transfer (automatic)
2325-ZUSFD,Yes,1,57,70.1,One year,DSL,No,Yes,Bank transfer (automatic)
8194-PEEBY,No,0,24,19.9,One year,No,No internet service,No internet service,Mailed check
6872-HXFNF,No,0,64,58.35,One year,DSL,Yes,No,Bank transfer (automatic)
3932-CMDTD,Yes,1,4,105.65,One year,Fiber optic,Yes,No,Electronic check
7714-YXSMB,No,0,26,100.5,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
8387-UGUSU,No,0,15,20.05,Month-to-month,No,No internet service,No internet service,Mailed check
1080-BWSYE,No,0,64,25.65,Two year,No,No internet service,No internet service,Credit card (automatic)
4039-HEUNW,Yes,1,36,96.5,Month-to-month,Fiber optic,No,No,Electronic check
1194-HVAIF,No,0,27,95.0,Month-to-month,Fiber optic,No,No,Credit card (automatic)
0812-WUPTB,Yes,1,1,70.85,Month-to-month,Fiber optic,No,No,Mailed check
3594-UVONA,Yes,1,35,85.95,One year,DSL,Yes,Yes,Credit card (automatic)
0004-TLHLJ,Yes,1,4,73.9,Month-to-month,Fiber optic,No,No,Electronic check
1767-TGTKO,No,0,8,45.45,Month-to-month,DSL,No,No,Electronic check
8439-LTUGF,No,0,10,20.0,Month-to-month,No,No internet service,No internet service,Credit card (automatic)
8805-JNRAZ,No,0,2,49.2,Month-to-month,DSL,No,No,Mailed check
5089-IFSDP,Yes,1,58,109.45,Two year,Fiber optic,No,Yes,Bank transfer (automatic)
6418-HNFED,No,0,51,83.25,Two year,DSL,Yes,Yes,Credit card (automatic)
0206-OYVOC,No,0,46,19.25,Two year,No,No internet service,No internet service,Mailed check
7291-CDTMJ,No,0,1,19.65,Month-to-month,No,No internet service,No internet service,Bank transfer (automatic)
7128-GGCNO,No,0,46,72.8,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
0237-YFUTL,No,0,50,109.65,Month-to-month,Fiber optic,Yes,Yes,Bank transfer (automatic)
7691-KGKGP,No,0,53,65.0,Month-to-month,DSL,Yes,No,Credit card (automatic)
6710-HSJRD,No,0,61,114.1,Month-to-month,Fiber optic,Yes,No,Electronic check
3675-EQOZA,No,0,5,20.65,Month-to-month,No,No internet service,No internet service,Bank transfer (automatic)
0840-DCNZE,No,0,47,86.95,One year,DSL,Yes,Yes,Bank transfer (automatic)
1732-FEKLD,No,0,54,94.75,One year,Fiber optic,No,No,Bank transfer (automatic)
9862-KJTYK,No,0,19,25.35,Month-to-month,DSL,No,No,Credit card (automatic)
0479-HMSWA,No,0,26,105.45,Two year,Fiber optic,Yes,No,Electronic check
5854-KSRBJ,No,0,70,25.4,Two year,No,No internet service,No internet service,Mailed check
0365-BZUWY,No,0,17,102.55,Month-to-month,Fiber optic,No,No,Electronic check
4817-VYYWS,Yes,1,30,100.2,Month-to-month,Fiber optic,No,No,Electronic check
5701-SVCWR,No,0,1,24.0,Month-to-month,No,No internet service,No internet service,Mailed check
3129-AAQOU,No,0,19,25.6,Two year,No,No internet service,No internet service,Mailed check
4922-CVPDX,No,0,26,73.5,Two year,DSL,No,No,Credit card (automatic)
1396-QWFBJ,Yes,1,21,74.05,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
1357-BIJKI,No,0,50,98.25,One year,Fiber optic,No,No,Electronic check
1099-BTKWT,No,0,68,54.4,One year,DSL,No,Yes,Electronic check
5299-SJCZT,Yes,1,3,101.55,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
2018-PZKMU,No,0,9,103.1,Month-to-month,Fiber optic,Yes,No,Electronic check
7340-KEFQE,No,0,51,34.2,Two year,DSL,Yes,Yes,Bank transfer (automatic)
4570-QHXHL,No,0,9,43.75,Month-to-month,DSL,No,No,Electronic check
2403-BCASL,Yes,1,41,111.95,One year,Fiber optic,Yes,No,Electronic check
7392-YYPYJ,No,0,22,100.65,Month-to-month,Fiber optic,No,No,Electronic check
2898-LSJGD,Yes,1,21,55.95,One year,DSL,No,Yes,Electronic check
2223-GDSHL,No,0,71,116.05,Two year,Fiber optic,Yes,Yes,Bank transfer (automatic)
7359-PTSXY,Yes,1,1,45.75,Month-to-month,DSL,No,No,Electronic check
9470-RTWDV,No,0,26,82.0,One year,DSL,Yes,No,Credit card (automatic)
2176-OSJUV,No,0,71,65.15,Two year,DSL,Yes,Yes,Bank transfer (automatic)
9348-YVOMK,No,0,4,44.8,Month-to-month,DSL,No,No,Credit card (automatic)
8104-OSKWT,No,0,12,79.8,Month-to-month,Fiber optic,No,Yes,Electronic check
4521-YEEHE,No,0,18,88.85,Month-to-month,Fiber optic,Yes,No,Electronic check
4090-KPJIP,No,0,3,74.95,Month-to-month,Fiber optic,No,No,Electronic check
3786-WOVKF,No,0,72,106.85,One year,Fiber optic,No,Yes,Bank transfer (automatic)
4503-BDXBD,Yes,1,11,74.95,Month-to-month,Fiber optic,No,No,Electronic check
6086-ESGRL,Yes,1,1,80.15,Month-to-month,Fiber optic,No,No,Credit card (automatic)
2592-HODOV,No,0,13,19.3,One year,No,No internet service,No internet service,Credit card (automatic)
3886-CERTZ,Yes,1,72,109.25,One year,Fiber optic,Yes,No,Electronic check
7995-ZHHNZ,No,0,42,56.1,One year,DSL,No,Yes,Credit card (automatic)
3824-RHKVR,No,0,17,19.7,Month-to-month,No,No internet service,No internet service,Credit card (automatic)
5816-SCGFC,No,0,7,51.3,Month-to-month,DSL,No,No,Mailed check
5989-AXPUC,No,0,68,118.6,Two year,Fiber optic,Yes,Yes,Mailed check
4979-HPRFL,No,0,56,24.15,Two year,No,No internet service,No internet service,Bank transfer (automatic)
8590-OHDIW,No,0,38,20.3,One year,No,No internet service,No internet service,Mailed check
8015-IHCGW,No,0,72,115.5,Two year,Fiber optic,Yes,Yes,Electronic check
2332-TODQS,No,0,48,25.05,One year,No,No internet service,No internet service,Credit card (automatic)
9278-VZKCD,No,0,52,109.1,Month-to-month,Fiber optic,No,Yes,Electronic check
8008-OTEZX,No,0,35,19.65,One year,No,No internet service,No internet service,Mailed check
2773-OVBPK,No,0,67,111.3,Two year,Fiber optic,Yes,No,Bank transfer (automatic)
5999-LCXAO,No,0,1,29.9,Month-to-month,DSL,No,Yes,Mailed check
5206-XZZQI,No,0,53,80.6,Month-to-month,Fiber optic,Yes,No,Mailed check
4803-LBYPN,No,0,34,20.8,Month-to-month,No,No internet service,No internet service,Mailed check
5759-RCVCB,Yes,1,3,35.2,Month-to-month,DSL,No,No,Credit card (automatic)
6372-RFVNS,Yes,1,1,78.8,Month-to-month,Fiber optic,No,No,Electronic check
2139-FQHLM,No,0,19,89.95,Month-to-month,Fiber optic,Yes,No,Mailed check
8261-GWDBQ,No,0,60,116.05,Two year,Fiber optic,Yes,Yes,Bank transfer (automatic)
1093-YSWCA,No,0,11,19.55,Two year,No,No internet service,No internet service,Credit card (automatic)
8938-UMKPI,Yes,1,47,106.4,Month-to-month,Fiber optic,No,No,Electronic check
0991-BRRFB,Yes,1,18,49.4,Month-to-month,DSL,No,Yes,Electronic check
3882-IYOIJ,No,0,60,115.25,Two year,Fiber optic,Yes,Yes,Credit card (automatic)
8749-TZYEC,No,0,72,24.8,Two year,No,No internet service,No internet service,Credit card (automatic)
1755-FZQEC,No,0,39,19.9,One year,No,No internet service,No internet service,Mailed check
3115-JPJDD,No,0,59,81.25,One year,Fiber optic,No,Yes,Credit card (automatic)
5600-KTXFM,No,0,2,69.95,Month-to-month,Fiber optic,No,No,Mailed check
3871-IKPYH,Yes,1,1,69.1,Month-to-month,Fiber optic,No,No,Electronic check
6319-IEJWJ,Yes,1,20,90.2,Month-to-month,Fiber optic,No,No,Electronic check
9025-AOMKI,Yes,1,6,93.55,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
6339-TBELP,No,0,71,86.4,Two year,Fiber optic,Yes,No,Credit card (automatic)
7964-YESJC,No,0,24,66.3,Month-to-month,DSL,No,Yes,Mailed check
6173-GOLSU,No,0,67,94.65,Month-to-month,Fiber optic,No,No,Credit card (automatic)
5275-SQEIZ,Yes,1,1,80.85,Month-to-month,Fiber optic,No,No,Mailed check
7716-YTYHG,Yes,1,48,82.05,One year,Fiber optic,No,No,Mailed check
9938-ZREHM,No,0,37,72.1,One year,DSL,Yes,No,Mailed check
7950-XWOVN,No,0,11,34.7,Month-to-month,DSL,No,No,Mailed check
4390-KYULV,Yes,1,3,20.55,Month-to-month,No,No internet service,No internet service,Credit card (automatic)
4647-MUZON,No,0,18,95.95,Month-to-month,Fiber optic,No,No,Credit card (automatic)
9702-AIUJO,No,0,50,44.8,One year,DSL,No,No,Bank transfer (automatic)
8849-PRIQJ,No,0,67,109.4,One year,Fiber optic,Yes,Yes,Electronic check
8851-RAGOV,No,0,25,71.05,Month-to-month,DSL,Yes,Yes,Mailed check
1304-NECVQ,Yes,1,2,78.55,Month-to-month,Fiber optic,No,No,Electronic check
5396-IZEPB,No,0,9,19.7,Month-to-month,No,No internet service,No internet service,Credit card (automatic)
1729-VLAZJ,No,0,10,40.25,One year,DSL,Yes,Yes,Mailed check
8285-ABVLB,No,0,70,19.85,Two year,No,No internet service,No internet service,Credit card (automatic)
0701-TJSEF,No,0,9,68.25,Month-to-month,DSL,Yes,Yes,Bank transfer (automatic)
5712-VBOXD,No,0,4,20.15,Month-to-month,No,No internet service,No internet service,Credit card (automatic)
6629-LADHQ,No,0,2,50.95,Month-to-month,DSL,No,Yes,Mailed check
8945-GRKHX,Yes,1,1,78.65,Month-to-month,Fiber optic,No,No,Electronic check
1559-DTODC,No,0,19,25.15,Month-to-month,DSL,No,No,Bank transfer (automatic)
4797-MIWUM,No,0,7,20.25,Month-to-month,No,No internet service,No internet service,Bank transfer (automatic)
6959-UWKHF,Yes,1,1,42.9,Month-to-month,DSL,No,No,Electronic check
8720-RQSBJ,No,0,1,44.0,Month-to-month,DSL,No,No,Electronic check
4537-CIBHB,No,0,9,20.25,One year,No,No internet service,No internet service,Mailed check
3815-SLMEF,Yes,1,3,34.25,Month-to-month,DSL,Yes,Yes,Mailed check
5154-VEKBL,Yes,1,9,58.5,Month-to-month,DSL,Yes,Yes,Mailed check
4324-AHJKS,No,0,5,55.8,Month-to-month,DSL,No,Yes,Credit card (automatic)
4355-CVPVS,No,0,56,88.9,One year,Fiber optic,No,No,Bank transfer (automatic)
4495-LHSSK,No,0,18,57.65,Month-to-month,DSL,No,Yes,Mailed check
5655-JSMZM,Yes,1,49,96.2,Month-to-month,Fiber optic,No,No,Electronic check
5915-ANOEI,No,0,70,79.15,Two year,DSL,Yes,Yes,Mailed check
9861-PDSZP,No,0,72,108.05,Two year,Fiber optic,Yes,No,Credit card (automatic)
4505-EXZHB,Yes,1,6,74.4,Month-to-month,Fiber optic,No,No,Electronic check
7225-CBZPL,No,0,17,94.8,Month-to-month,Fiber optic,No,No,Electronic check
6704-UTUKK,No,0,29,45.9,Month-to-month,DSL,No,No,Electronic check
4587-VVTOX,Yes,1,6,105.3,Month-to-month,Fiber optic,No,No,Electronic check
2019-HDCZY,No,0,63,102.6,Two year,Fiber optic,No,No,Electronic check
4652-NNHNY,Yes,1,16,73.85,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
8788-DOXSU,No,0,59,61.35,One year,DSL,No,No,Bank transfer (automatic)
7404-JLKQG,No,0,3,57.55,Month-to-month,DSL,No,No,Electronic check
7421-ZLUPA,No,0,8,29.25,Month-to-month,DSL,No,No,Mailed check
8972-HJWNV,Yes,1,7,84.55,Month-to-month,Fiber optic,No,No,Electronic check
3274-NSDWE,No,0,68,19.6,Two year,No,No internet service,No internet service,Credit card (automatic)
2632-IVXVF,No,0,68,111.75,Two year,Fiber optic,Yes,Yes,Credit card (automatic)
3692-JHONH,No,0,52,106.5,One year,Fiber optic,No,No,Electronic check
8915-NNTRC,No,0,72,107.7,Two year,Fiber optic,Yes,Yes,Credit card (automatic)
5914-GXMDA,No,0,32,19.3,One year,No,No internet service,No internet service,Mailed check
7463-IFMQU,No,0,72,20.05,Two year,No,No internet service,No internet service,Bank transfer (automatic)
2920-RNCEZ,No,0,1,69.95,Month-to-month,Fiber optic,No,No,Credit card (automatic)
2541-YGPKE,No,0,42,63.7,One year,DSL,Yes,Yes,Credit card (automatic)
8515-OCTJS,Yes,1,25,24.75,Two year,No,No internet service,No internet service,Credit card (automatic)
5382-TEMLV,No,0,45,50.9,Month-to-month,DSL,No,Yes,Bank transfer (automatic)
3441-CGZJH,No,0,43,60.4,One year,DSL,Yes,Yes,Credit card (automatic)
9592-ERDKV,No,0,37,79.25,One year,DSL,No,Yes,Mailed check
2860-RANUS,Yes,1,20,85.8,Month-to-month,Fiber optic,No,No,Credit card (automatic)
5261-QSHQM,Yes,1,4,24.45,Month-to-month,DSL,No,No,Electronic check
4778-IZARL,No,0,63,110.1,Two year,Fiber optic,Yes,Yes,Credit card (automatic)
